delivery_id,order_id,delivery_status,delivery_time,rider_id
2020,5816,Delivered,20:56:16,3
2021,9182,Delivered,21:00:58,4
2022,1875,Delivered,20:50:53,12
2023,2284,Delivered,20:53:51,4
2024,9029,Delivered,20:46:32,8
2025,6914,Delivered,20:59:27,1
2026,340,Delivered,20:55:25,1
2027,2954,Not Delivered,,14
2029,6903,Delivered,20:48:08,10
2030,8350,Delivered,21:05:06,4
2031,869,Delivered,20:45:01,13
2032,6739,Delivered,21:00:00,15
2033,9449,Delivered,21:03:38,6
2034,9606,Delivered,20:51:33,5
2035,6011,Delivered,20:48:07,15
2036,3606,Delivered,20:41:51,13
2037,6514,Delivered,21:02:39,3
2038,8140,Delivered,20:48:31,15
2039,4610,Delivered,20:45:25,8
2040,1888,Delivered,20:42:21,6
2041,3661,Order,,7
2042,6996,Delivered,21:03:06,14
2043,7386,Delivered,20:51:04,8
2044,4844,Delivered,20:59:53,13
2045,7115,Delivered,20:40:34,11
2046,318,Delivered,20:51:22,3
2048,4133,Delivered,20:42:12,3
2049,2960,Delivered,20:49:11,2
2050,2769,Delivered,21:00:09,9
2051,9765,Delivered,21:01:00,14
2052,3094,Not Delivered,,10
2053,247,Delivered,20:56:44,4
2054,9187,Delivered,20:48:44,4
2055,7343,Delivered,20:56:28,7
2056,4877,Delivered,20:58:21,13
2057,7378,Delivered,20:42:20,7
2058,3970,Delivered,20:59:18,12
2059,5622,Delivered,21:02:15,5
2060,6624,Delivered,20:51:54,8
2061,8206,Delivered,20:50:54,6
2062,3922,Delivered,20:54:51,1
2063,3014,Not Delivered,,8
2064,6205,Delivered,20:44:36,1
2065,7798,Delivered,21:01:30,7
2066,2182,Delivered,20:49:28,12
2067,5012,Delivered,20:45:14,8
2068,9845,Delivered,20:44:13,2
2070,5644,Delivered,20:43:43,7
2071,1632,Delivered,20:45:25,5
2072,3367,Not Delivered,,14
2073,20,Delivered,20:49:00,13
2074,6282,Delivered,20:38:56,7
2075,4651,Delivered,20:39:52,13
2076,4056,Delivered,20:56:48,5
2077,4278,Delivered,20:50:39,8
2078,1053,Delivered,20:51:32,1
2079,7810,Delivered,20:41:22,13
2080,5646,Delivered,20:52:20,9
2081,6184,Delivered,20:52:01,8
2082,8173,Delivered,20:49:52,2
2083,9830,Delivered,20:35:24,12
2084,4389,Delivered,20:42:18,6
2086,5946,Delivered,20:49:17,13
2087,6035,Delivered,20:51:05,1
2088,1372,Delivered,20:53:55,7
2089,5785,Delivered,20:45:55,11
2090,3077,Not Delivered,,3
2091,7319,Delivered,20:56:38,11
2092,5047,Delivered,20:48:23,3
2093,9853,Delivered,20:52:02,12
2094,3386,Not Delivered,,8
2095,6141,Delivered,20:43:28,8
2096,7171,Delivered,20:43:27,13
2097,7989,Delivered,20:49:27,10
2098,7185,Delivered,20:46:25,2
2099,3402,Delivered,20:55:23,1
2100,4209,Delivered,20:42:23,14
2101,7873,Delivered,20:50:22,13
2102,8910,Delivered,20:41:22,10
2103,3349,Order,,13
2104,865,Delivered,20:43:14,12
2105,5802,Delivered,20:52:56,10
2106,4230,Delivered,20:35:54,6
2107,686,Delivered,20:44:41,12
2108,5499,Delivered,20:39:41,10
2109,8976,Delivered,20:39:38,1
2110,2545,Not Delivered,,12
2111,1488,Delivered,20:36:34,9
2112,1992,Delivered,20:54:56,9
2113,9573,Delivered,20:51:50,11
2114,2262,Delivered,20:41:41,4
2115,9645,Delivered,20:51:30,6
2116,6678,Delivered,20:42:27,1
2117,6889,Delivered,20:48:24,6
2118,4860,Delivered,20:34:21,8
2119,314,Delivered,20:45:15,1
2120,1082,Delivered,20:44:12,13
2121,7803,Delivered,20:47:11,11
2122,4969,Delivered,20:38:00,6
2123,8562,Delivered,20:44:55,5
2124,1521,Delivered,20:51:46,10
2125,5418,Delivered,20:30:33,13
2126,1045,Delivered,20:34:32,2
2127,8165,Delivered,20:39:26,12
2128,7139,Delivered,20:31:15,12
2129,4366,Delivered,20:44:13,5
2130,8305,Delivered,20:32:11,1
2131,5433,Delivered,20:34:52,5
2132,4974,Delivered,20:39:32,8
2133,9715,Delivered,20:43:16,8
2134,8533,Order,,12
2135,6082,Delivered,20:52:06,10
2136,6874,Delivered,20:43:57,6
2137,9434,Delivered,20:51:48,5
2138,992,Delivered,20:45:42,14
2139,480,Delivered,20:42:33,13
2140,6813,Delivered,20:30:31,9
2141,6038,Delivered,20:36:23,11
2142,8579,Not Delivered,,15
2143,4125,Delivered,20:50:17,8
2144,2628,Delivered,20:47:13,4
2145,7583,Delivered,20:46:03,5
2146,3391,Order,,14
2147,8324,Delivered,20:33:34,1
2148,4697,Delivered,20:50:20,9
2149,295,Delivered,20:36:14,15
2150,6540,Delivered,20:35:14,1
2151,6048,Delivered,20:34:11,2
2152,5492,Delivered,20:35:56,5
2153,3467,Delivered,20:36:53,14
2154,8213,Delivered,20:34:37,8
2155,614,Delivered,20:49:16,2
2156,7577,Delivered,20:49:02,14
2157,3117,Not Delivered,,9
2158,7945,Delivered,20:48:52,6
2159,7714,Delivered,20:42:40,15
2160,6673,Delivered,20:26:39,12
2161,9854,Delivered,20:26:32,4
2162,1460,Delivered,20:44:09,7
2163,8086,Delivered,20:34:05,3
2164,3875,Delivered,20:29:04,8
2165,9431,Delivered,20:38:00,3
2166,8991,Delivered,20:25:50,15
2167,7304,Delivered,20:44:35,1
2168,6609,Delivered,20:31:30,12
2169,4292,Delivered,20:47:29,15
2170,129,Delivered,20:39:27,5
2171,4912,Delivered,20:43:24,2
2172,4194,Delivered,20:38:22,5
2173,5403,Delivered,20:43:21,13
2174,1739,Delivered,20:35:20,15
2175,5412,Delivered,20:45:18,2
2176,5968,Delivered,20:28:11,7
2177,1088,Delivered,20:47:07,5
2178,5845,Delivered,20:46:04,10
2179,9764,Delivered,20:42:57,11
2180,6907,Delivered,20:38:44,13
2181,5617,Delivered,20:23:40,14
2182,6530,Delivered,20:29:34,3
2184,8454,Order,,4
2185,8687,Delivered,20:34:12,7
2186,7245,Delivered,20:34:59,5
2187,1293,Delivered,20:45:53,6
2188,1678,Delivered,20:38:50,4
2189,1624,Delivered,20:37:49,2
2190,2859,Not Delivered,,6
2191,557,Delivered,20:42:44,3
2192,9922,Delivered,20:38:40,6
2193,3967,Delivered,20:43:38,15
2194,8893,Delivered,20:35:37,13
2195,7056,Delivered,20:42:35,5
2196,9054,Delivered,20:38:33,11
2197,3141,Not Delivered,,7
2198,179,Delivered,20:38:28,7
2199,838,Delivered,20:27:28,13
2200,7725,Delivered,20:23:26,7
2201,5265,Delivered,20:26:25,10
2202,202,Delivered,20:31:22,6
2203,8053,Delivered,20:27:21,11
2204,4269,Delivered,20:33:15,6
2205,1083,Delivered,20:34:12,8
2206,5578,Delivered,20:35:10,7
2207,7718,Delivered,20:32:10,10
2208,7594,Delivered,20:25:06,14
2209,4772,Delivered,20:29:03,1
2210,9505,Delivered,20:28:03,13
2211,9262,Delivered,20:28:02,8
2212,13,Delivered,20:27:00,4
2213,9917,Delivered,20:42:54,9
2214,9131,Delivered,20:26:51,8
2215,5531,Delivered,20:34:50,1
2216,4859,Delivered,20:33:44,5
2217,2912,Delivered,20:38:40,11
2218,1107,Delivered,20:32:25,11
2219,8034,Delivered,20:22:04,7
2220,9789,Delivered,20:42:04,13
2221,9958,Delivered,20:41:49,6
2222,5399,Delivered,20:37:46,2
2224,1794,Delivered,20:39:32,1
2225,8367,Delivered,20:24:20,4
2226,2459,Not Delivered,,15
2227,87,Delivered,20:42:57,10
2228,6533,Delivered,20:21:48,15
2229,5568,Delivered,20:33:35,14
2230,7058,Delivered,20:29:33,13
2231,9441,Delivered,20:23:20,8
2233,8491,Not Delivered,,5
2234,117,Delivered,20:18:54,10
2235,5762,Delivered,20:36:42,12
2236,3971,Delivered,20:24:27,5
2237,907,Delivered,20:37:20,7
2238,8691,Delivered,20:36:12,8
2239,507,Delivered,20:38:00,14
2241,4640,Delivered,20:18:19,5
2242,6199,Delivered,20:18:14,4
2243,8998,Delivered,20:33:13,10
2244,701,Delivered,20:31:11,6
2245,3770,Delivered,20:22:10,12
2246,3243,Delivered,20:28:07,2
2247,5862,Delivered,20:39:02,13
2248,7507,Delivered,20:31:02,11
2249,9744,Delivered,20:21:01,14
2250,3820,Delivered,20:24:00,10
2251,5191,Delivered,20:25:58,12
2252,4680,Delivered,20:33:45,7
2254,1365,Delivered,20:24:19,6
2255,2402,Delivered,20:32:08,6
2256,9089,Delivered,20:36:03,12
2257,7590,Delivered,20:19:00,3
2258,4291,Delivered,20:30:40,6
2259,8525,Delivered,20:22:40,15
2260,1306,Delivered,20:16:38,1
2261,417,Delivered,20:27:30,11
2262,8906,Delivered,20:33:12,9
2263,7728,Delivered,20:37:10,1
2264,5583,Delivered,20:37:06,14
2265,4614,Delivered,20:24:02,8
2266,997,Delivered,20:20:00,11
2267,7010,Delivered,20:36:51,2
2268,1701,Delivered,20:14:34,12
2269,991,Delivered,20:20:25,8
2270,1276,Delivered,20:25:18,4
2271,5163,Delivered,20:20:03,8
2272,471,Delivered,20:28:00,6
2273,5520,Delivered,20:17:57,7
2274,7441,Delivered,20:31:45,8
2275,331,Delivered,20:31:38,1
2276,6235,Delivered,20:20:28,11
2277,4432,Delivered,20:18:27,8
2278,1583,Delivered,20:17:16,5
2279,844,Delivered,20:26:14,13
2280,5704,Delivered,20:33:09,14
2281,2299,Delivered,20:13:07,10
2282,9215,Delivered,20:28:02,4
2283,1389,Delivered,20:33:00,7
2284,3394,Order,,9
2285,7839,Delivered,20:34:50,8
2286,8576,Order,,12
2287,2078,Delivered,20:14:26,6
2288,5161,Delivered,20:34:26,15
2289,9451,Delivered,20:29:19,12
2290,2150,Delivered,20:25:14,10
2291,1953,Delivered,20:33:11,2
2292,4185,Delivered,20:21:05,14
2293,3026,Not Delivered,,14
2294,1154,Delivered,20:22:00,15
2295,870,Delivered,20:15:56,5
2296,4260,Delivered,20:15:51,4
2297,6350,Delivered,20:22:51,2
2298,9566,Delivered,20:16:51,14
2299,606,Delivered,20:20:48,10
2300,6465,Delivered,20:19:36,2
2301,6733,Delivered,20:23:27,5
2302,7018,Delivered,20:26:23,15
2303,9803,Delivered,20:23:14,10
2304,1754,Delivered,20:26:13,2
2306,8680,Delivered,20:21:08,3
2307,1080,Delivered,20:30:51,11
2308,9444,Delivered,20:25:46,9
2309,621,Delivered,20:24:38,9
2310,9473,Delivered,20:20:31,9
2311,1577,Delivered,20:15:27,7
2312,6713,Delivered,20:17:27,5
2313,5666,Delivered,20:12:16,11
2314,7884,Delivered,20:32:15,5
2315,9542,Delivered,20:18:13,3
2316,7355,Delivered,20:10:07,9
2317,3746,Delivered,20:23:00,2
2318,3636,Not Delivered,,1
2319,6692,Delivered,20:24:50,3
2320,976,Delivered,20:29:47,1
2321,8459,Not Delivered,,4
2322,2436,Delivered,20:25:33,3
2323,6872,Delivered,20:26:26,13
2325,3318,Order,,10
2326,9093,Delivered,20:15:06,3
2327,8909,Delivered,20:24:56,6
2328,6708,Delivered,20:30:50,4
2329,9097,Delivered,20:16:45,10
2330,1845,Delivered,20:27:37,11
2331,347,Delivered,20:11:23,5
2332,3297,Order,,1
2333,4849,Delivered,20:25:10,2
2334,6415,Delivered,20:11:09,1
2335,5768,Delivered,20:16:08,15
2336,1123,Delivered,20:14:03,14
2337,9981,Delivered,20:18:50,15
2338,4101,Delivered,20:14:44,7
2339,9974,Delivered,20:11:36,10
2340,1134,Delivered,20:10:32,10
2341,7133,Delivered,20:28:30,9
2343,1699,Delivered,20:19:07,11
2344,4972,Delivered,20:16:05,9
2345,7511,Delivered,20:12:01,9
2346,10,Delivered,20:26:00,12
2347,9665,Delivered,20:22:58,4
2348,4233,Delivered,20:19:56,10
2349,6715,Delivered,20:21:50,10
2350,9508,Delivered,20:19:48,10
2351,8451,Not Delivered,,5
2352,855,Delivered,20:13:28,3
2353,7864,Delivered,20:23:23,8
2354,9098,Delivered,20:25:22,13
2355,9950,Delivered,20:09:14,13
2356,5728,Delivered,20:10:07,14
2357,6508,Delivered,20:19:05,12
2358,5105,Delivered,20:29:01,5
2359,3320,Order,,6
2360,2358,Delivered,20:16:40,3
2361,1799,Delivered,20:22:28,5
2362,5656,Delivered,20:25:27,11
2363,1104,Delivered,20:12:17,11
2364,7261,Delivered,20:15:10,3
2365,1798,Delivered,20:16:02,10
2366,5392,Delivered,20:18:54,2
2367,2015,Delivered,20:14:49,11
2368,2200,Delivered,20:22:40,13
2369,3901,Delivered,20:04:39,2
2370,4091,Delivered,20:25:39,13
2371,308,Delivered,20:25:33,11
2372,3903,Delivered,20:13:21,1
2373,5671,Delivered,20:21:17,14
2374,4904,Delivered,20:13:11,9
2375,2978,Not Delivered,,10
2376,5797,Delivered,20:27:04,4
2377,1840,Delivered,20:25:58,3
2378,9874,Delivered,20:20:36,10
2379,1951,Delivered,20:20:32,8
2380,1054,Delivered,20:13:31,10
2381,5973,Delivered,20:20:17,9
2382,9669,Delivered,20:20:11,1
2383,9947,Delivered,20:26:10,14
2384,696,Delivered,20:23:08,10
2385,5366,Delivered,20:06:07,5
2386,9762,Delivered,20:15:51,11
2387,6671,Delivered,20:18:47,3
2388,1273,Delivered,20:22:44,12
2389,7118,Delivered,20:12:42,4
2390,5719,Delivered,20:24:40,8
2391,1998,Delivered,20:14:37,10
2392,7076,Delivered,20:10:33,13
2393,3699,Order,,14
2394,4744,Delivered,20:13:16,3
2395,9739,Delivered,20:25:15,11
2396,1496,Delivered,20:09:07,7
2397,5432,Delivered,20:15:03,5
2398,3783,Delivered,20:07:59,1
2399,9753,Delivered,20:16:57,10
2400,3331,Order,,13
2401,1275,Delivered,20:16:52,3
2402,6316,Delivered,20:17:47,13
2403,2764,Not Delivered,,12
2404,7844,Delivered,20:19:30,4
2405,2013,Delivered,20:07:23,11
2406,416,Delivered,20:15:20,12
2407,3356,Order,,7
2408,1461,Delivered,20:01:13,10
2409,6674,Delivered,20:22:09,7
2410,3805,Delivered,20:17:03,3
2411,7530,Delivered,20:14:03,13
2412,8765,Delivered,20:19:58,8
2413,6277,Delivered,20:13:55,4
2414,668,Delivered,20:17:54,12
2415,9794,Delivered,20:11:54,11
2416,2858,Delivered,20:13:49,10
2417,7950,Delivered,20:03:38,8
2418,3884,Delivered,20:14:35,12
2419,5414,Delivered,20:22:35,8
2420,5864,Delivered,20:02:11,9
2421,5855,Delivered,20:15:03,13
2422,2688,Not Delivered,,11
2423,378,Delivered,19:59:41,10
2424,1570,Delivered,20:13:40,15
2425,9826,Delivered,19:59:38,13
2426,750,Delivered,20:16:30,13
2427,1604,Delivered,20:21:30,14
2428,4701,Delivered,20:06:13,13
2429,1532,Delivered,19:59:02,4
2430,9536,Delivered,20:08:37,8
2431,7738,Delivered,20:18:31,9
2432,6773,Delivered,20:16:21,4
2433,4827,Delivered,20:03:06,12
2434,7624,Delivered,20:15:06,8
2435,8622,Not Delivered,,13
2436,3054,Not Delivered,,11
2437,5088,Delivered,20:09:58,15
2438,3536,Order,,2
2439,446,Delivered,20:01:45,12
2440,772,Delivered,20:04:37,7
2441,605,Delivered,20:03:27,14
2442,2375,Delivered,20:06:25,11
2443,60,Delivered,19:57:18,5
2444,9043,Delivered,20:02:08,8
2445,8298,Delivered,20:17:04,7
2446,211,Delivered,20:16:00,11
2447,8106,Delivered,19:59:59,3
2448,1015,Delivered,20:09:52,4
2449,8372,Delivered,20:08:44,1
2450,163,Delivered,20:11:43,1
2451,7066,Delivered,20:02:38,8
2452,4111,Delivered,20:01:27,5
2453,3418,Delivered,20:14:20,15
2454,7929,Delivered,20:02:19,7
2455,82,Delivered,19:56:10,7
2456,5055,Delivered,20:01:10,12
2457,3672,Delivered,20:01:06,1
2458,9253,Delivered,20:15:03,4
2459,6393,Delivered,20:15:02,3
2460,1132,Delivered,20:16:01,9
2461,1903,Delivered,20:03:43,3
2462,3559,Order,,1
2463,5357,Delivered,20:12:37,4
2464,5032,Delivered,20:05:35,10
2465,2706,Delivered,20:08:32,10
2466,5167,Delivered,20:04:19,7
2467,1194,Delivered,19:59:50,2
2468,9555,Delivered,20:10:45,14
2469,4818,Delivered,19:56:34,8
2470,7658,Delivered,20:01:33,4
2471,501,Delivered,20:10:24,14
2472,3248,Delivered,19:59:12,14
2473,1208,Delivered,20:05:06,15
2474,8270,Delivered,20:07:05,2
2475,4747,Delivered,20:07:57,9
2476,8163,Delivered,20:12:55,1
2477,7959,Delivered,20:04:44,2
2478,9210,Delivered,19:59:32,14
2479,5866,Delivered,20:03:22,12
2480,160,Delivered,20:04:20,12
2481,1396,Delivered,19:57:17,3
2482,638,Delivered,20:12:03,2
2483,2635,Not Delivered,,7
2484,5310,Delivered,19:56:59,8
2485,8774,Delivered,20:13:46,5
2486,5561,Delivered,20:06:41,13
2487,9777,Delivered,19:58:41,13
2488,5402,Delivered,19:53:35,6
2489,9754,Delivered,19:59:34,12
2490,5540,Delivered,19:56:31,5
2491,5251,Delivered,20:06:27,5
2492,3557,Delivered,20:00:19,10
2493,2652,Delivered,20:12:14,12
2494,3079,Order,,12
2495,8550,Not Delivered,,3
2496,2161,Delivered,19:52:03,8
2497,7672,Delivered,20:00:02,1
2498,16,Delivered,20:09:00,3
2499,4537,Delivered,20:04:59,1
2500,5377,Delivered,20:03:50,9
2501,6492,Delivered,20:13:48,14
2502,9462,Delivered,19:54:44,6
2503,7347,Delivered,20:05:39,10
2504,6853,Delivered,19:51:35,9
2505,5239,Delivered,19:51:34,9
2506,5480,Delivered,20:12:31,8
2507,3681,Not Delivered,,6
2508,4775,Delivered,20:08:14,9
2509,8232,Delivered,20:07:13,10
2510,3670,Order,,12
2511,2177,Delivered,20:06:11,8
2512,7051,Delivered,20:10:08,13
2513,4200,Delivered,20:06:58,12
2514,8284,Delivered,20:02:55,10
2515,8666,Not Delivered,,10
2516,2842,Delivered,19:58:43,14
2517,4517,Delivered,20:00:23,15
2518,1179,Delivered,20:03:20,7
2519,2519,Delivered,20:04:14,1
2520,8781,Delivered,20:11:11,1
2521,5030,Delivered,19:53:10,1
2522,8383,Delivered,20:08:00,8
2523,8648,Order,,10
2524,9304,Delivered,20:07:58,12
2525,615,Delivered,19:50:51,5
2526,9971,Delivered,20:03:40,1
2527,958,Delivered,20:11:32,12
2528,235,Delivered,20:12:29,15
2529,7017,Delivered,19:53:27,12
2530,4084,Delivered,19:51:20,6
2531,1058,Delivered,20:12:16,4
2532,7650,Delivered,20:06:16,1
2533,6166,Delivered,20:08:08,12
2534,3169,Delivered,19:56:02,9
2535,7571,Delivered,20:06:59,8
2536,1643,Delivered,20:06:51,9
2537,8755,Delivered,20:11:39,10
2538,7008,Delivered,19:54:35,12
2539,7503,Delivered,20:11:33,3
2540,4568,Delivered,20:09:30,12
2541,625,Delivered,19:56:14,10
2542,1011,Delivered,19:54:13,12
2543,522,Delivered,19:52:09,8
2545,6953,Delivered,19:58:08,15
2546,8867,Delivered,20:02:04,15
2547,2314,Delivered,19:59:01,14
2548,6476,Delivered,20:09:00,13
2549,3649,Order,,1
2550,8364,Delivered,20:05:49,7
2551,2160,Delivered,20:05:46,13
2552,2820,Delivered,20:03:44,6
2553,1465,Delivered,19:47:41,7
2554,1160,Delivered,19:56:35,12
2555,8870,Delivered,20:01:24,11
2556,8464,Not Delivered,,4
2557,4100,Delivered,20:02:14,12
2558,946,Delivered,20:00:05,8
2559,7165,Delivered,20:06:03,3
2560,2293,Delivered,20:09:56,14
2561,5665,Delivered,20:02:50,11
2562,5592,Delivered,20:02:42,4
2563,6001,Delivered,19:54:42,3
2564,112,Delivered,19:49:39,11
2565,744,Delivered,19:48:22,8
2566,8462,Order,,3
2567,5899,Delivered,19:58:02,15
2568,5851,Delivered,19:59:01,9
2569,5038,Delivered,19:45:58,9
2570,3827,Delivered,20:07:44,5
2571,7002,Delivered,20:00:29,1
2572,3282,Delivered,20:06:27,10
2573,2309,Delivered,19:50:12,12
2574,6945,Delivered,20:03:03,10
2575,1608,Delivered,19:56:01,7
2576,8015,Delivered,20:08:01,5
2577,1087,Delivered,19:45:58,11
2578,9847,Delivered,20:03:57,7
2579,934,Delivered,19:51:55,1
2580,1503,Delivered,19:58:52,15
2581,9468,Delivered,19:59:52,6
2582,1595,Delivered,19:52:43,11
2583,2930,Delivered,19:45:37,8
2584,7321,Delivered,19:59:26,13
2585,245,Delivered,19:45:23,5
2586,2878,Not Delivered,,14
2587,3332,Not Delivered,,1
2588,981,Delivered,19:45:01,8
2589,9587,Delivered,19:56:49,2
2590,3421,Delivered,19:48:42,7
2591,9714,Delivered,19:44:40,14
2592,5042,Delivered,19:51:34,13
2593,4302,Delivered,19:56:27,5
2594,9230,Delivered,19:50:25,13
2595,9678,Delivered,20:04:19,5
2596,8352,Delivered,19:43:18,15
2597,7041,Delivered,19:52:17,2
2598,5558,Delivered,20:04:16,2
2599,3506,Order,,2
2600,3836,Delivered,20:01:08,7
2601,4656,Delivered,19:50:08,4
2602,2736,Delivered,20:00:07,10
2603,7908,Delivered,20:00:05,1
2604,174,Delivered,19:49:58,4
2605,3909,Delivered,19:59:58,4
2606,8574,Delivered,19:49:58,11
2607,3403,Not Delivered,,11
2608,9908,Delivered,19:57:57,7
2609,441,Delivered,19:44:55,14
2610,9121,Delivered,19:43:55,3
2611,380,Delivered,20:00:50,11
2612,597,Delivered,19:42:50,13
2613,8567,Not Delivered,,4
2614,9828,Delivered,20:04:50,1
2615,395,Delivered,20:02:48,5
2616,1060,Delivered,19:54:44,14
2617,2468,Delivered,20:02:34,10
2618,4156,Delivered,20:05:29,15
2619,4397,Delivered,19:55:29,8
2620,7668,Delivered,19:55:22,9
2621,4244,Delivered,19:47:17,14
2622,7661,Delivered,19:50:07,8
2623,3125,Delivered,19:59:01,13
2625,8889,Delivered,19:48:46,7
2626,1106,Delivered,19:46:45,3
2627,5962,Delivered,19:43:36,4
2628,3556,Delivered,19:47:35,8
2629,6745,Delivered,19:51:31,14
2630,2695,Delivered,20:03:29,2
2631,4683,Delivered,19:57:29,3
2632,7138,Delivered,19:57:29,2
2633,2776,Not Delivered,,11
2634,825,Delivered,19:56:59,9
2635,8637,Not Delivered,,7
2636,194,Delivered,19:58:56,1
2637,6554,Delivered,20:02:53,9
2638,6171,Delivered,19:55:47,4
2639,6078,Delivered,19:51:46,9
2640,4383,Delivered,19:57:28,4
2641,1207,Delivered,19:59:24,12
2642,5336,Delivered,19:40:05,3
2643,2949,Not Delivered,,6
2644,640,Delivered,20:02:57,12
2645,4288,Delivered,19:54:39,14
2646,2195,Delivered,20:02:28,14
2647,9281,Delivered,19:53:27,15
2648,7061,Delivered,19:51:24,1
2649,7690,Delivered,19:52:22,13
2650,612,Delivered,19:49:20,3
2651,8634,Not Delivered,,7
2652,9127,Delivered,20:01:04,3
2653,5440,Delivered,19:47:03,8
2654,7352,Delivered,19:45:03,10
2655,1994,Delivered,20:02:01,13
2656,7826,Delivered,19:54:52,14
2657,877,Delivered,19:52:46,6
2658,9704,Delivered,19:43:44,3
2659,8224,Delivered,19:56:43,10
2660,8488,Not Delivered,,13
2661,2143,Delivered,19:47:24,2
2662,7671,Delivered,19:56:22,9
2663,9690,Delivered,19:50:56,2
2664,6290,Delivered,19:39:44,14
2665,4933,Delivered,19:42:38,14
2666,2498,Not Delivered,,5
2667,6766,Delivered,19:58:18,3
2668,7613,Delivered,19:43:17,1
2669,5593,Delivered,19:37:14,7
2670,7021,Delivered,19:42:12,12
2672,4052,Delivered,19:50:53,9
2673,9656,Delivered,19:50:52,5
2674,1629,Delivered,19:37:50,11
2675,8877,Delivered,19:47:45,2
2676,699,Delivered,19:51:39,1
2677,8178,Delivered,19:48:33,15
2678,9270,Delivered,19:38:27,3
2679,63,Delivered,19:42:24,7
2680,2298,Delivered,19:58:22,3
2681,5723,Delivered,19:56:22,10
2682,2691,Delivered,19:45:17,13
2683,7413,Delivered,19:45:17,8
2684,9916,Delivered,19:52:10,7
2685,2235,Delivered,19:40:06,11
2686,8767,Delivered,19:50:01,12
2687,6529,Delivered,19:56:52,12
2688,6984,Delivered,19:35:49,4
2689,7462,Delivered,19:46:45,3
2690,9488,Delivered,19:56:44,5
2691,2469,Not Delivered,,1
2692,591,Delivered,19:42:17,9
2693,8399,Delivered,19:35:15,14
2694,7151,Delivered,19:45:52,2
2695,2411,Delivered,19:38:51,7
2696,3312,Not Delivered,,11
2697,1297,Delivered,19:38:29,14
2698,9295,Delivered,19:36:26,14
2699,2781,Delivered,19:36:09,5
2701,3460,Order,,8
2702,6691,Delivered,19:42:01,1
2703,747,Delivered,19:44:48,12
2704,1233,Delivered,19:56:46,11
2705,487,Delivered,19:49:44,8
2706,2804,Delivered,19:34:42,2
2707,7635,Delivered,19:42:39,6
2708,5875,Delivered,19:39:33,5
2709,2908,Not Delivered,,6
2710,6169,Delivered,19:52:59,10
2711,9268,Delivered,19:52:54,4
2712,7980,Delivered,19:32:52,8
2713,7385,Delivered,19:46:31,12
2714,2404,Delivered,19:49:24,10
2715,4792,Delivered,19:51:15,13
2716,2243,Delivered,19:53:07,12
2717,5918,Delivered,19:35:04,5
2718,7727,Delivered,19:50:03,10
2719,7475,Delivered,19:33:53,12
2720,4329,Delivered,19:54:48,1
2721,7828,Delivered,19:51:47,8
2722,6772,Delivered,19:49:42,14
2723,4509,Delivered,19:31:32,4
2724,3982,Delivered,19:51:23,8
2725,3767,Delivered,19:35:03,11
2726,830,Delivered,19:46:57,1
2727,5940,Delivered,19:36:53,8
2728,3389,Not Delivered,,4
2729,7080,Delivered,19:30:41,3
2730,8111,Delivered,19:46:36,12
2731,2401,Delivered,19:30:21,7
2732,6826,Delivered,19:41:19,15
2733,2063,Delivered,19:42:10,9
2734,6517,Delivered,19:39:56,5
2735,954,Delivered,19:42:49,11
2736,5635,Delivered,19:35:46,2
2737,9471,Delivered,19:45:45,9
2738,9524,Delivered,19:46:43,10
2739,5498,Delivered,19:51:31,9
2740,5380,Delivered,19:43:27,6
2741,6668,Delivered,19:37:20,3
2742,9716,Delivered,19:51:19,1
2743,90,Delivered,19:32:04,14
2744,2726,Delivered,19:38:35,5
2745,990,Delivered,19:41:21,11
2747,642,Delivered,19:29:15,1
2748,6047,Delivered,19:30:56,10
2749,2485,Delivered,19:43:28,2
2750,62,Delivered,19:48:21,15
2751,2998,Delivered,19:50:19,7
2752,7504,Delivered,19:37:09,3
2753,1231,Delivered,19:31:08,14
2754,3848,Delivered,19:28:08,13
2755,5372,Delivered,19:26:53,1
2756,8936,Delivered,19:30:52,5
2757,45,Delivered,19:33:50,8
2758,1495,Delivered,19:26:30,5
2759,2105,Delivered,19:31:27,2
2760,3941,Delivered,19:40:26,10
2761,6333,Delivered,19:31:11,10
2762,52,Delivered,19:27:09,1
2763,2070,Delivered,19:46:05,1
2764,7974,Delivered,19:31:54,1
2765,7936,Delivered,19:29:48,13
2766,1727,Delivered,19:43:38,12
2768,67,Delivered,19:28:24,5
2769,9239,Delivered,19:27:17,9
2770,1509,Delivered,19:26:10,5
2771,7518,Delivered,19:42:04,1
2772,4064,Delivered,19:43:03,9
2773,5804,Delivered,19:39:49,8
2774,1751,Delivered,19:47:47,13
2775,7905,Delivered,19:28:25,6
2776,2092,Delivered,19:24:24,8
2777,6809,Delivered,19:35:20,10
2778,1309,Delivered,19:44:15,5
2779,722,Delivered,19:26:13,9
2780,2549,Delivered,19:37:09,15
2781,6864,Delivered,19:38:02,2
2782,7869,Delivered,19:34:01,11
2783,3143,Order,,11
2784,551,Delivered,19:23:53,9
2785,618,Delivered,19:45:50,11
2786,1270,Delivered,19:27:49,15
2787,624,Delivered,19:27:19,14
2788,6092,Delivered,19:32:03,14
2789,2096,Delivered,19:42:58,12
2790,1453,Delivered,19:42:57,6
2791,2010,Delivered,19:29:52,11
2792,1100,Delivered,19:45:45,5
