"order_id","customer_id","restaurant_id","order_item","order_date","order_time","order_status","total_amount"
5414,15,45,"Hyderabadi Biryani","2023-02-22","19:38:35","Completed","326.00"
5864,21,55,"Lamb Kebab","2023-01-29","19:38:11","Completed","279.00"
5855,19,13,"Mutton Rogan Josh","2023-02-04","19:38:03","Completed","275.00"
2688,13,1,"Masala Dosa","2023-01-15","19:37:53","Completed","340.00"
378,7,51,"Paneer Butter Masala","2023-12-17","19:37:41","Completed","229.00"
1570,7,44,"Mutton Rogan Josh","2023-08-09","19:37:40","Completed","207.00"
9826,7,25,"Chole Bhature","2023-03-21","19:37:38","Completed","212.00"
750,7,10,"Paneer Butter Masala","2023-07-08","19:37:30","Completed","340.00"
1604,10,25,"Mutton Biryani","2023-06-02","19:37:30","Completed","201.00"
4701,16,19,"Dal Makhani","2023-05-25","19:37:13","Completed","518.00"
1532,22,21,"Prawn Masala","2023-12-09","19:37:02","Completed","537.00"
9536,5,26,"Egg Curry","2023-04-01","19:36:37","Completed","204.00"
7738,5,43,"Mutton Biryani","2023-05-08","19:36:31","Completed","564.00"
6773,7,51,"Pasta Alfredo","2023-07-29","19:36:21","Completed","251.00"
4827,20,2,"Paneer Tikka","2023-06-13","19:36:06","Completed","273.00"
7624,9,15,"Burger","2023-10-18","19:36:06","Completed","261.00"
8622,4,7,"Vegetable Fried Rice","2023-11-29","19:36:06","Completed","315.00"
3054,22,10,"Chicken Biryani","2023-07-12","19:36:02","Completed","215.00"
5088,16,53,"Lamb Kebab","2023-06-20","19:35:58","Completed","354.00"
3536,1,48,"Mutton Rogan Josh","2023-05-21","19:35:48","Completed","347.00"
446,2,16,"Mutton Rogan Josh","2023-09-02","19:35:45","Completed","220.00"
772,20,20,"Paneer Butter Masala","2023-11-06","19:35:37","Completed","332.00"
605,21,37,"Masala Dosa","2023-08-07","19:35:27","Completed","532.00"
2375,21,36,"Chicken Biryani","2023-10-06","19:35:25","Completed","386.00"
60,17,40,"Paneer Butter Masala","2023-12-11","19:35:18","Completed","238.00"
9043,6,57,"Egg Curry","2023-05-09","19:35:08","Completed","271.00"
8298,9,23,"Pasta Alfredo","2023-10-30","19:35:04","Completed","230.00"
211,9,33,"Pasta Alfredo","2023-03-15","19:35:00","Completed","256.00"
8106,8,48,"Chicken Biryani","2023-10-19","19:34:59","Completed","232.00"
1015,3,40,"Mutton Rogan Josh","2023-10-25","19:34:52","Completed","220.00"
8372,9,59,"Hyderabadi Biryani","2023-06-06","19:34:44","Completed","248.00"
163,3,8,"Chole Bhature","2023-06-13","19:34:43","Completed","265.00"
7066,9,31,"Mutton Rogan Josh","2023-08-02","19:34:38","Completed","221.00"
4111,22,44,"Vegetable Fried Rice","2023-08-25","19:34:27","Completed","341.00"
3418,1,32,"Chole Bhature","2023-08-19","19:34:20","Completed","305.00"
7929,8,43,"Fish Curry","2023-11-08","19:34:19","Completed","651.00"
82,22,7,"Burger","2023-03-06","19:34:10","Completed","230.00"
5055,19,56,"Chole Bhature","2023-10-05","19:34:10","Completed","279.00"
3672,7,26,"Burger","2023-01-02","19:34:06","Completed","530.00"
9253,8,41,"Chicken Tikka","2023-09-10","19:34:03","Completed","269.00"
6393,17,14,"Grilled Chicken Sandwich","2023-01-05","19:34:02","Completed","328.00"
1132,17,29,"Chicken Biryani","2023-06-03","19:34:01","Completed","279.00"
1903,10,6,"Vegetable Fried Rice","2023-10-15","19:33:43","Completed","307.00"
3559,13,44,"Mutton Rogan Josh","2023-01-14","19:33:38","Completed","222.00"
5357,20,40,"Vegetable Fried Rice","2023-04-19","19:33:37","Completed","399.00"
5032,16,18,"Grilled Chicken Sandwich","2023-05-21","19:33:35","Completed","250.00"
2706,17,35,"Dal Makhani","2023-05-26","19:33:32","Completed","320.00"
5167,15,30,"Chicken Biryani","2023-06-30","19:33:19","Completed","269.00"
1194,2,38,"Pizza","2023-06-15","19:32:50","Completed","256.00"
9555,8,38,"Mutton Biryani","2023-03-21","19:32:45","Completed","260.00"
4818,16,12,"Chicken Biryani","2023-09-30","19:32:34","Completed","247.00"
7658,5,6,"Dal Makhani","2023-11-22","19:32:33","Completed","347.00"
501,5,50,"Paneer Tikka","2023-05-07","19:32:24","Completed","302.00"
3248,5,9,"Lamb Kebab","2023-03-23","19:32:12","Completed","317.00"
1208,2,52,"Butter Chicken","2023-07-18","19:32:06","Completed","288.00"
8270,9,21,"Hyderabadi Biryani","2023-07-20","19:32:05","Completed","742.00"
4747,16,3,"Chole Bhature","2023-05-25","19:31:57","Completed","331.00"
8163,4,13,"Paneer Butter Masala","2023-05-02","19:31:55","Completed","320.00"
7959,7,19,"Mutton Rogan Josh","2023-12-18","19:31:44","Completed","721.00"
9210,7,30,"Grilled Chicken Sandwich","2023-11-06","19:31:32","Completed","332.00"
5866,17,5,"Hyderabadi Biryani","2023-05-18","19:31:22","Completed","532.00"
160,13,47,"Chicken Biryani","2023-10-22","19:31:20","Completed","346.00"
1396,21,42,"Chicken Biryani","2023-05-22","19:31:17","Completed","440.00"
638,21,16,"Egg Curry","2023-08-08","19:31:03","Completed","268.00"
2635,21,27,"Vegetable Fried Rice","2023-06-23","19:30:59","Completed","236.00"
5310,17,38,"Burger","2023-09-09","19:30:59","Completed","242.00"
8774,6,19,"Lamb Kebab","2023-04-28","19:30:46","Completed","706.00"
5561,19,27,"Pasta Alfredo","2023-11-06","19:30:41","Completed","208.00"
9777,6,18,"Mutton Biryani","2023-07-31","19:30:41","Completed","486.00"
5402,15,28,"Chicken Biryani","2023-02-18","19:30:35","Completed","330.00"
9754,5,10,"Mutton Biryani","2023-06-03","19:30:34","Completed","298.00"
5540,20,46,"Mutton Biryani","2023-05-09","19:30:31","Completed","341.00"
5251,22,23,"Egg Curry","2023-09-24","19:30:27","Completed","408.00"
3557,16,19,"Chicken Biryani","2023-02-03","19:30:19","Completed","265.00"
2652,3,54,"Fish Curry","2023-10-16","19:30:14","Completed","210.00"
3079,4,46,"Masala Dosa","2023-11-06","19:30:05","Completed","291.00"
8550,8,43,"Vegetable Fried Rice","2023-02-02","19:30:04","Completed","260.00"
2161,16,30,"Fish Curry","2023-07-21","19:30:03","Completed","205.00"
7672,5,32,"Paneer Butter Masala","2023-01-24","19:30:02","Completed","348.00"
16,19,24,"Pizza","2024-01-16","19:30:00","Completed","493.00"
4537,15,23,"Pasta Alfredo","2023-08-25","19:29:59","Completed","236.00"
5377,16,51,"Grilled Chicken Sandwich","2023-11-18","19:29:50","Completed","231.00"
6492,20,44,"Prawn Masala","2023-03-17","19:29:48","Completed","315.00"
9462,7,59,"Pizza","2023-07-02","19:29:44","Completed","290.00"
7347,7,25,"Hyderabadi Biryani","2023-08-20","19:29:39","Completed","302.00"
6853,9,26,"Dal Makhani","2023-11-28","19:29:35","Completed","289.00"
5239,16,59,"Pasta Alfredo","2023-07-11","19:29:34","Completed","419.00"
5480,21,51,"Vegetable Fried Rice","2023-06-21","19:29:31","Completed","244.00"
3681,15,58,"Dal Makhani","2023-07-29","19:29:16","Completed","283.00"
4775,16,47,"Mutton Rogan Josh","2023-08-23","19:29:14","Completed","261.00"
8232,6,43,"Egg Curry","2023-12-24","19:29:13","Completed","335.00"
3670,1,48,"Paneer Tikka","2023-05-28","19:29:12","Completed","318.00"
2177,12,43,"Masala Dosa","2023-02-03","19:29:11","Completed","346.00"
7051,8,19,"Mutton Biryani","2023-03-09","19:29:08","Completed","210.00"
4200,22,22,"Grilled Chicken Sandwich","2023-11-26","19:28:58","Completed","297.00"
8284,7,6,"Paneer Tikka","2023-07-01","19:28:55","Completed","318.00"
8666,7,43,"Dal Makhani","2023-12-07","19:28:53","Completed","241.00"
2842,10,48,"Paneer Butter Masala","2023-10-30","19:28:43","Completed","213.00"
4517,19,31,"Paneer Tikka","2023-03-05","19:28:23","Completed","201.00"
1179,17,54,"Paneer Lababdar","2023-08-22","19:28:20","Completed","258.00"
2519,12,27,"Chicken Shawarma","2023-01-01","19:28:14","Completed","454.00"
8781,5,58,"Mutton Biryani","2023-01-14","19:28:11","Completed","230.00"
5030,16,3,"Hyderabadi Biryani","2023-01-12","19:28:10","Completed","521.00"
8383,9,22,"Fish Curry","2023-06-14","19:28:00","Completed","493.00"
8648,4,9,"Dal Makhani","2023-06-13","19:27:59","Completed","334.00"
9304,6,13,"Egg Curry","2023-12-13","19:27:58","Completed","336.00"
615,20,53,"Dal Makhani","2023-09-02","19:27:51","Completed","321.00"
9971,8,31,"Dal Makhani","2023-04-24","19:27:40","Completed","290.00"
958,13,60,"Pasta Alfredo","2023-02-25","19:27:32","Completed","529.00"
235,15,11,"Dal Makhani","2023-01-26","19:27:29","Completed","202.00"
7017,4,40,"Grilled Chicken Sandwich","2023-11-07","19:27:27","Completed","325.00"
4084,18,39,"Butter Chicken","2023-05-26","19:27:20","Completed","543.00"
1058,17,21,"Chole Bhature","2023-06-18","19:27:16","Completed","261.00"
7650,5,11,"Chole Bhature","2023-03-02","19:27:16","Completed","257.00"
6166,16,31,"Prawn Masala","2023-08-05","19:27:08","Completed","207.00"
3169,22,20,"Egg Curry","2023-12-07","19:27:02","Completed","348.00"
7571,4,30,"Butter Chicken","2023-01-12","19:26:59","Completed","212.00"
1643,13,35,"Chicken Shawarma","2023-02-24","19:26:51","Completed","512.00"
8755,7,33,"Prawn Masala","2023-01-14","19:26:39","Completed","610.00"
7008,8,3,"Grilled Chicken Sandwich","2023-01-29","19:26:35","Completed","480.00"
7503,7,39,"Chicken Shawarma","2023-09-08","19:26:33","Completed","273.00"
4568,19,6,"Lamb Kebab","2023-08-15","19:26:30","Completed","335.00"
625,1,39,"Mutton Rogan Josh","2023-05-04","19:26:14","Completed","256.00"
1011,7,37,"Grilled Chicken Sandwich","2023-10-23","19:26:13","Completed","216.00"
522,18,30,"Vegetable Fried Rice","2023-02-26","19:26:09","Completed","267.00"
3477,21,49,"Hyderabadi Biryani","2023-12-29","19:26:08","Not Fulfilled","244.00"
6953,5,37,"Egg Curry","2023-11-02","19:26:08","Completed","305.00"
8867,4,55,"Samosa","2023-08-22","19:26:04","Completed","220.00"
2314,17,40,"Pasta Alfredo","2023-03-13","19:26:01","Completed","250.00"
6476,17,50,"Pasta Alfredo","2023-04-17","19:26:00","Completed","334.00"
3649,5,40,"Pasta Alfredo","2023-08-24","19:25:59","Completed","286.00"
8364,7,46,"Paneer Butter Masala","2023-12-03","19:25:49","Completed","293.00"
2160,17,39,"Paneer Lababdar","2023-03-18","19:25:46","Completed","251.00"
2820,12,14,"Mutton Biryani","2023-05-28","19:25:44","Completed","213.00"
1465,13,15,"Hyderabadi Biryani","2023-10-28","19:25:41","Completed","279.00"
1160,12,41,"Butter Chicken","2023-08-26","19:25:35","Completed","250.00"
8870,5,6,"Paneer Lababdar","2023-03-02","19:25:24","Completed","307.00"
8464,6,35,"Chicken Biryani","2023-04-26","19:25:16","Completed","215.00"
4100,20,13,"Mutton Rogan Josh","2023-10-04","19:25:14","Completed","510.00"
946,18,47,"Mutton Rogan Josh","2023-02-16","19:25:05","Completed","336.00"
7165,8,10,"Mutton Biryani","2023-08-22","19:25:03","Completed","200.00"
2293,18,4,"Chicken Biryani","2023-03-05","19:24:56","Completed","215.00"
5665,16,3,"Egg Curry","2023-06-16","19:24:50","Completed","253.00"
5592,21,20,"Paneer Butter Masala","2023-05-06","19:24:42","Completed","294.00"
6001,15,56,"Chicken Shawarma","2023-12-09","19:24:42","Completed","250.00"
112,2,16,"Lamb Kebab","2023-09-29","19:24:39","Completed","288.00"
744,8,46,"Masala Dosa","2023-07-02","19:24:22","Completed","385.00"
8462,8,25,"Prawn Masala","2023-04-11","19:24:12","Completed","201.00"
5899,16,59,"Prawn Masala","2023-12-27","19:24:02","Completed","543.00"
5851,18,22,"Burger","2023-03-20","19:24:01","Completed","291.00"
5038,18,36,"Paneer Tikka","2023-01-22","19:23:58","Completed","317.00"
3827,17,37,"Masala Dosa","2023-06-07","19:23:44","Completed","220.00"
7002,9,8,"Grilled Chicken Sandwich","2023-08-05","19:23:29","Completed","325.00"
3282,20,21,"Burger","2023-09-09","19:23:27","Completed","287.00"
2309,10,47,"Lamb Kebab","2023-05-20","19:23:12","Completed","297.00"
6945,5,33,"Mutton Rogan Josh","2023-01-30","19:23:03","Completed","289.00"
1608,7,16,"Chole Bhature","2023-04-27","19:23:01","Completed","440.00"
8015,5,47,"Pasta Alfredo","2023-05-21","19:23:01","Completed","493.00"
1087,20,28,"Prawn Masala","2023-02-27","19:22:58","Completed","310.00"
9847,5,44,"Pizza","2023-09-27","19:22:57","Completed","345.00"
934,6,47,"Pasta Alfredo","2023-05-20","19:22:55","Completed","309.00"
1503,10,14,"Paneer Lababdar","2023-12-25","19:22:52","Completed","294.00"
9468,5,12,"Chicken Shawarma","2023-07-02","19:22:52","Completed","200.00"
1595,6,21,"Mutton Biryani","2023-09-14","19:22:43","Completed","248.00"
2930,18,54,"Paneer Butter Masala","2023-06-13","19:22:37","Completed","298.00"
7321,8,4,"Masala Dosa","2023-06-11","19:22:26","Completed","239.00"
245,18,54,"Masala Dosa","2023-02-17","19:22:23","Completed","224.00"
2878,3,3,"Butter Chicken","2023-03-12","19:22:19","Completed","228.00"
3332,12,34,"Paneer Butter Masala","2023-01-24","19:22:05","Completed","233.00"
981,5,17,"Mutton Rogan Josh","2023-01-14","19:22:01","Completed","267.00"
9587,4,30,"Hyderabadi Biryani","2023-06-06","19:21:49","Completed","240.00"
3421,11,52,"Butter Chicken","2023-07-19","19:21:42","Completed","502.00"
9714,8,55,"Pizza","2023-10-02","19:21:40","Completed","258.00"
5042,16,8,"Burger","2023-01-16","19:21:34","Completed","341.00"
4302,22,55,"Hyderabadi Biryani","2023-04-18","19:21:27","Completed","233.00"
9230,9,45,"Fish Curry","2023-04-11","19:21:25","Completed","316.00"
9678,4,38,"Egg Curry","2023-07-24","19:21:19","Completed","219.00"
8352,5,24,"Paneer Tikka","2023-01-30","19:21:18","Completed","210.00"
7041,9,43,"Paneer Butter Masala","2023-08-21","19:21:17","Completed","694.00"
5558,20,39,"Mutton Rogan Josh","2023-08-02","19:21:16","Completed","271.00"
3506,19,24,"Masala Dosa","2023-12-01","19:21:12","Completed","489.00"
3836,18,3,"Pasta Alfredo","2023-05-06","19:21:08","Completed","300.00"
4656,21,43,"Paneer Butter Masala","2023-11-24","19:21:08","Completed","333.00"
2736,2,42,"Masala Dosa","2023-09-19","19:21:07","Completed","454.00"
7908,4,2,"Paneer Butter Masala","2023-04-04","19:21:05","Completed","223.00"
174,15,54,"Lamb Kebab","2023-03-17","19:20:58","Completed","200.00"
3909,7,17,"Paneer Butter Masala","2023-11-11","19:20:58","Completed","223.00"
8574,4,21,"Paneer Tikka","2023-10-22","19:20:58","Completed","264.00"
3403,5,52,"Paneer Tikka","2023-05-12","19:20:57","Completed","204.00"
9908,8,35,"Vegetable Fried Rice","2023-04-18","19:20:57","Completed","259.00"
441,6,30,"Chicken Tikka","2023-04-04","19:20:55","Completed","255.00"
9121,9,6,"Chicken Tikka","2023-05-27","19:20:55","Completed","263.00"
380,2,7,"Mutton Rogan Josh","2023-06-18","19:20:50","Completed","300.00"
597,10,12,"Paneer Butter Masala","2023-11-22","19:20:50","Completed","344.00"
8567,8,29,"Chicken Shawarma","2023-12-11","19:20:50","Completed","237.00"
9828,4,58,"Dal Makhani","2023-04-29","19:20:50","Completed","330.00"
395,3,46,"Masala Dosa","2023-01-31","19:20:48","Completed","293.00"
1060,15,17,"Masala Dosa","2023-07-04","19:20:44","Completed","472.00"
2468,19,9,"Paneer Lababdar","2023-06-09","19:20:34","Completed","246.00"
4156,20,53,"Paneer Butter Masala","2023-10-12","19:20:29","Completed","272.00"
4397,21,33,"Grilled Chicken Sandwich","2023-03-30","19:20:29","Completed","220.00"
7668,9,42,"Masala Dosa","2023-08-23","19:20:22","Completed","286.00"
4244,20,39,"Fish Curry","2023-07-07","19:20:17","Completed","502.00"
7661,6,5,"Chole Bhature","2023-02-18","19:20:07","Completed","238.00"
3125,17,49,"Paneer Tikka","2023-03-11","19:20:01","Completed","490.00"
3168,8,25,"Pasta Alfredo","2023-11-16","19:20:01","Not Fulfilled","204.00"
8889,8,60,"Fish Curry","2023-12-22","19:19:46","Completed","347.00"
1106,12,57,"Butter Chicken","2023-04-14","19:19:45","Completed","515.00"
5962,15,8,"Pasta Alfredo","2023-10-01","19:19:36","Completed","207.00"
3556,17,58,"Pasta Alfredo","2023-11-17","19:19:35","Completed","277.00"
6745,5,49,"Chicken Biryani","2023-12-08","19:19:31","Completed","278.00"
2695,21,16,"Chicken Biryani","2023-08-08","19:19:29","Completed","253.00"
4683,21,23,"Paneer Butter Masala","2023-07-28","19:19:29","Completed","313.00"
7138,9,60,"Chole Bhature","2023-08-03","19:19:29","Completed","296.00"
2776,22,10,"Mutton Rogan Josh","2023-10-26","19:19:00","Completed","426.00"
825,19,2,"Chicken Shawarma","2023-10-03","19:18:59","Completed","263.00"
8637,5,24,"Vegetable Fried Rice","2023-11-08","19:18:59","Completed","263.00"
194,12,59,"Paneer Tikka","2023-02-24","19:18:56","Completed","382.00"
6554,4,22,"Burger","2023-12-27","19:18:53","Completed","305.00"
6171,17,2,"Mutton Biryani","2023-10-20","19:18:47","Completed","227.00"
6078,19,3,"Chicken Shawarma","2023-04-12","19:18:46","Completed","239.00"
4383,15,59,"Prawn Masala","2023-02-28","19:18:28","Completed","266.00"
1207,19,21,"Mutton Rogan Josh","2023-09-08","19:18:24","Completed","213.00"
5336,15,19,"Pasta Alfredo","2023-12-30","19:18:05","Completed","252.00"
2949,13,32,"Butter Chicken","2023-10-23","19:17:58","Completed","470.00"
640,16,43,"Mutton Rogan Josh","2023-08-13","19:17:57","Completed","300.00"
4288,17,30,"Mutton Rogan Josh","2023-05-17","19:17:39","Completed","331.00"
2195,15,59,"Masala Dosa","2023-12-25","19:17:28","Completed","245.00"
9281,5,24,"Paneer Lababdar","2023-11-06","19:17:27","Completed","224.00"
7061,4,34,"Prawn Masala","2023-05-23","19:17:24","Completed","338.00"
7690,6,6,"Grilled Chicken Sandwich","2023-07-08","19:17:22","Completed","714.00"
612,12,19,"Paneer Butter Masala","2023-07-20","19:17:20","Completed","274.00"
8634,6,52,"Mutton Biryani","2023-09-10","19:17:10","Completed","206.00"
9127,4,48,"Samosa","2023-04-01","19:17:04","Completed","664.00"
5440,17,31,"Burger","2023-04-22","19:17:03","Completed","331.00"
7352,9,54,"Pasta Alfredo","2023-12-09","19:17:03","Completed","274.00"
1994,20,51,"Pasta Alfredo","2023-01-16","19:17:01","Completed","402.00"
7826,7,58,"Butter Chicken","2023-06-30","19:16:52","Completed","227.00"
877,8,27,"Paneer Butter Masala","2023-12-01","19:16:46","Completed","199.00"
9704,7,4,"Chicken Tikka","2023-05-01","19:16:44","Completed","258.00"
8224,5,29,"Mutton Rogan Josh","2023-12-28","19:16:43","Completed","333.00"
8488,8,53,"Paneer Lababdar","2023-10-25","19:16:43","Completed","215.00"
2143,1,50,"Pasta Alfredo","2023-12-16","19:16:24","Completed","328.00"
7671,9,4,"Vegetable Fried Rice","2023-12-18","19:16:22","Completed","284.00"
9690,4,29,"Prawn Masala","2023-01-18","19:15:56","Completed","217.00"
6290,21,1,"Chicken Shawarma","2023-08-12","19:15:44","Completed","319.00"
4933,18,28,"Prawn Masala","2023-03-14","19:15:38","Completed","274.00"
2498,3,59,"Pasta Alfredo","2023-10-30","19:15:37","Completed","494.00"
6766,7,50,"Grilled Chicken Sandwich","2023-03-31","19:15:18","Completed","265.00"
7613,6,30,"Mutton Biryani","2023-07-03","19:15:17","Completed","215.00"
5593,22,12,"Paneer Butter Masala","2023-03-19","19:15:14","Completed","265.00"
7021,9,53,"Mutton Biryani","2023-08-21","19:15:12","Completed","678.00"
8677,9,8,"Prawn Masala","2023-12-22","19:15:00","Not Fulfilled","317.00"
4052,16,53,"Chole Bhature","2023-01-02","19:14:53","Completed","253.00"
9656,5,10,"Chole Bhature","2023-04-29","19:14:52","Completed","205.00"
1629,9,1,"Paneer Butter Masala","2023-07-28","19:14:50","Completed","333.00"
8877,5,21,"Chicken Shawarma","2023-09-22","19:14:45","Completed","299.00"
699,3,28,"Egg Curry","2023-11-11","19:14:39","Completed","230.00"
8178,4,48,"Vegetable Fried Rice","2023-10-06","19:14:33","Completed","203.00"
9270,9,43,"Chicken Tikka","2023-02-11","19:14:27","Completed","209.00"
63,4,22,"Paneer Butter Masala","2023-11-06","19:14:24","Completed","257.00"
2298,7,40,"Masala Dosa","2023-10-31","19:14:22","Completed","349.00"
5723,15,59,"Burger","2023-10-17","19:14:22","Completed","302.00"
2691,3,24,"Hyderabadi Biryani","2023-09-20","19:14:17","Completed","309.00"
7413,6,37,"Burger","2023-06-13","19:14:17","Completed","319.00"
9916,5,31,"Burger","2023-10-16","19:14:10","Completed","237.00"
2235,1,14,"Paneer Butter Masala","2023-10-02","19:14:06","Completed","362.00"
8767,9,51,"Pizza","2023-01-04","19:14:01","Completed","485.00"
6529,4,38,"Paneer Lababdar","2023-02-15","19:13:52","Completed","262.00"
6984,7,53,"Paneer Tikka","2023-12-08","19:13:49","Completed","289.00"
7462,8,25,"Burger","2023-09-27","19:13:45","Completed","242.00"
9488,4,3,"Dal Makhani","2023-11-07","19:13:44","Completed","249.00"
2469,18,35,"Chicken Shawarma","2023-09-21","19:13:20","Completed","509.00"
591,14,8,"Paneer Butter Masala","2023-03-18","19:13:17","Completed","404.00"
8399,6,24,"Mutton Biryani","2023-04-05","19:13:15","Completed","329.00"
7151,9,25,"Pasta Alfredo","2023-11-04","19:12:52","Completed","600.00"
2411,10,35,"Masala Dosa","2023-06-27","19:12:51","Completed","263.00"
3312,21,58,"Mutton Rogan Josh","2023-09-16","19:12:41","Completed","294.00"
1297,18,28,"Mutton Rogan Josh","2023-02-25","19:12:29","Completed","311.00"
9295,7,7,"Dal Makhani","2023-12-18","19:12:26","Completed","321.00"
2781,17,46,"Chicken Biryani","2023-09-28","19:12:09","Completed","308.00"
8479,6,50,"Prawn Masala","2023-08-15","19:12:06","Not Fulfilled","690.00"
3460,8,18,"Grilled Chicken Sandwich","2023-09-15","19:12:03","Completed","341.00"
6691,5,38,"Paneer Tikka","2023-06-21","19:12:01","Completed","265.00"
747,4,14,"Egg Curry","2023-03-25","19:11:48","Completed","481.00"
1233,10,37,"Masala Dosa","2023-12-23","19:11:46","Completed","376.00"
487,14,24,"Butter Chicken","2023-03-24","19:11:44","Completed","361.00"
2804,4,14,"Paneer Butter Masala","2023-08-27","19:11:42","Completed","213.00"
7635,6,50,"Burger","2023-02-08","19:11:39","Completed","224.00"
5875,17,56,"Hyderabadi Biryani","2023-12-09","19:11:33","Completed","218.00"
2908,2,42,"Dal Makhani","2023-11-21","19:11:25","Completed","456.00"
6169,20,8,"Pasta Alfredo","2023-03-01","19:10:59","Completed","608.00"
9268,4,36,"Pizza","2023-08-12","19:10:54","Completed","466.00"
7980,4,12,"Paneer Tikka","2023-08-07","19:10:52","Completed","657.00"
7385,9,45,"Lamb Kebab","2023-10-06","19:10:31","Completed","294.00"
2404,8,9,"Chicken Biryani","2023-02-18","19:10:24","Completed","303.00"
4792,21,31,"Masala Dosa","2023-08-16","19:10:15","Completed","221.00"
2243,1,54,"Mutton Biryani","2023-05-13","19:10:07","Completed","243.00"
5918,22,51,"Paneer Butter Masala","2023-04-15","19:10:04","Completed","268.00"
7727,5,54,"Fish Curry","2023-12-10","19:10:03","Completed","317.00"
7475,6,34,"Chicken Biryani","2023-02-03","19:09:53","Completed","239.00"
4329,18,7,"Pasta Alfredo","2023-02-23","19:09:48","Completed","202.00"
7828,6,8,"Butter Chicken","2023-07-04","19:09:47","Completed","585.00"
6772,7,55,"Masala Dosa","2023-03-30","19:09:42","Completed","598.00"
4509,20,25,"Burger","2023-02-08","19:09:32","Completed","260.00"
3982,22,22,"Masala Dosa","2023-02-02","19:09:23","Completed","269.00"
3767,6,30,"Pasta Alfredo","2023-01-15","19:09:03","Completed","290.00"
830,10,16,"Chicken Biryani","2023-08-27","19:08:57","Completed","289.00"
5940,17,24,"Butter Chicken","2023-07-11","19:08:53","Completed","292.00"
3389,3,50,"Lamb Kebab","2023-05-20","19:08:50","Completed","217.00"
7080,4,55,"Hyderabadi Biryani","2023-10-07","19:08:41","Completed","350.00"
8111,8,17,"Mutton Rogan Josh","2023-02-13","19:08:36","Completed","616.00"
2401,3,26,"Mutton Rogan Josh","2023-03-03","19:08:21","Completed","244.00"
6826,6,28,"Paneer Lababdar","2023-11-30","19:08:19","Completed","243.00"
2063,1,49,"Pizza","2023-04-17","19:08:10","Completed","287.00"
6517,9,42,"Fish Curry","2023-08-16","19:07:56","Completed","674.00"
954,3,18,"Pasta Alfredo","2023-07-28","19:07:49","Completed","528.00"
5635,19,3,"Masala Dosa","2023-04-02","19:07:46","Completed","326.00"
9471,6,3,"Samosa","2023-08-25","19:07:45","Completed","308.00"
9524,4,28,"Chicken Tikka","2023-05-17","19:07:43","Completed","276.00"
5498,20,9,"Chicken Biryani","2023-12-30","19:07:31","Completed","451.00"
5380,19,5,"Lamb Kebab","2023-11-19","19:07:27","Completed","335.00"
6668,9,24,"Chicken Biryani","2023-07-29","19:07:20","Completed","325.00"
9716,6,7,"Pizza","2023-04-25","19:07:19","Completed","274.00"
90,17,37,"Mutton Rogan Josh","2023-04-16","19:07:04","Completed","266.00"
2726,14,10,"Mutton Rogan Josh","2023-05-26","19:06:35","Completed","232.00"
990,20,48,"Prawn Masala","2023-12-29","19:06:21","Completed","325.00"
3638,20,3,"Mutton Rogan Josh","2023-07-08","19:06:17","Not Fulfilled","413.00"
642,11,2,"Pasta Alfredo","2023-04-26","19:06:15","Completed","281.00"
6047,17,17,"Hyderabadi Biryani","2023-04-03","19:05:56","Completed","213.00"
2485,10,25,"Mutton Rogan Josh","2023-02-09","19:05:28","Completed","288.00"
62,16,6,"Mutton Rogan Josh","2023-02-15","19:05:21","Completed","254.00"
2998,3,54,"Pasta Alfredo","2023-11-14","19:05:19","Completed","229.00"
7504,7,55,"Egg Curry","2023-10-08","19:05:09","Completed","238.00"
1231,5,45,"Chicken Tikka","2023-07-15","19:05:08","Completed","280.00"
3848,15,14,"Dal Makhani","2023-04-11","19:05:08","Completed","276.00"
5372,20,23,"Dal Makhani","2023-12-17","19:04:53","Completed","254.00"
8936,8,40,"Fish Curry","2023-04-05","19:04:52","Completed","216.00"
45,9,44,"Pasta Alfredo","2023-03-10","19:04:50","Completed","253.00"
1495,13,57,"Chicken Shawarma","2023-11-07","19:04:30","Completed","251.00"
2105,7,60,"Paneer Butter Masala","2023-11-23","19:04:27","Completed","260.00"
3941,21,53,"Hyderabadi Biryani","2023-11-26","19:04:26","Completed","218.00"
6333,17,3,"Burger","2023-11-15","19:04:11","Completed","310.00"
52,10,16,"Chicken Shawarma","2023-04-15","19:04:09","Completed","422.00"
2070,6,36,"Chicken Shawarma","2023-02-24","19:04:05","Completed","387.00"
7974,4,28,"Paneer Lababdar","2023-01-14","19:03:54","Completed","350.00"
7936,8,22,"Fish Curry","2023-10-08","19:03:48","Completed","335.00"
1727,1,50,"Paneer Lababdar","2023-05-04","19:03:38","Completed","272.00"
3613,20,9,"Chicken Biryani","2023-09-29","19:03:33","Not Fulfilled","290.00"
67,17,2,"Paneer Butter Masala","2023-09-25","19:03:24","Completed","239.00"
9239,5,15,"Vegetable Fried Rice","2023-10-01","19:03:17","Completed","496.00"
1509,4,36,"Hyderabadi Biryani","2023-09-07","19:03:10","Completed","284.00"
7518,6,8,"Paneer Tikka","2023-01-23","19:03:04","Completed","299.00"
4064,20,59,"Butter Chicken","2023-02-18","19:03:03","Completed","237.00"
5804,21,17,"Hyderabadi Biryani","2023-03-10","19:02:49","Completed","333.00"
